text,hypothesis,labels,task_name,label_text,validated_labels,validation_source
"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh . the problem with "" xxx "" is that its own action isn't very effective .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
the plot is romantic comedy boilerplate from start to finish .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
". . . blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
[an] absorbing documentary .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"we started to wonder if  some unpaid intern had just typed 'chris rock , ' 'anthony hopkins' and 'terrorists' into some univac-like script machine .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
earnest yet curiously tepid and choppy recycling in which predictability is the only winner .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"it's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
eckstraordinarily lame and severely boring .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
the campy results make mel brooks' borscht belt schtick look sophisticated .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"grown-up quibbles are beside the point here . the little girls understand , and mccracken knows that's all that matters .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
ramsay and morton fill this character study with poetic force and buoyant feeling .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
by turns very dark and very funny .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"if you can read the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll enjoy this movie .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
another best of the year selection .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
". . . a ho-hum affair , always watchable yet hardly memorable .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
a movie that falls victim to frazzled wackiness and frayed satire .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
an ideal love story for those intolerant of the more common saccharine genre .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's just a weird fizzle .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"dense , exhilarating documentary .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"finely crafted , finely written , exquisitely performed",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
a passionately inquisitive film determined to uncover the truth and hopefully inspire action .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"the nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"[lee] treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects . and lee seems just as expectant of an adoring , wide-smiling reception .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
too daft by half . . . but supremely good natured .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
[hell is] looking down at your watch and realizing serving sara isn't even halfway through .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
disappointing in comparison to other recent war moviesor any other john woo flick for that matter .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"a tightly directed , highly professional film that's old-fashioned in all the best possible ways .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"it shares the first two films' loose-jointed structure , but laugh-out-loud bits are few and far between .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
a full-frontal attack on audience patience .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
don't hate el crimen del padre amaro because it's anti-catholic . hate it because it's lousy .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
the niftiest trick perpetrated by the importance of being earnest is the alchemical transmogrification of wilde into austen--and a hollywood-ized austen at that .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"steers , in his feature film debut , has created a brilliant motion picture .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
humor in i spy is so anemic .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care about the truth . """,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"if the man from elysian fields is doomed by its smallness , it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
""" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"intensely romantic , thought-provoking and even an engaging mystery .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
this movie plays like an extended dialogue exercise in retard 101 .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"soderbergh , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
cherish would've worked a lot better had it been a short film .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"a relentless , bombastic and ultimately empty world war ii action flick .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"any film that doesn't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
characterisation has been sacrificed for the sake of spectacle .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"in his determination to lighten the heavy subject matter , silberling also , to a certain extent , trivializes the movie with too many nervous gags and pratfalls .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
leaves viewers out in the cold and undermines some phenomenal performances .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"the performances are immaculate , with roussillon providing comic relief .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
the thing looks like a made-for-home-video quickie .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"the smash 'em-up , crash 'em-up , shoot 'em-up ending comes out of nowhere substituting mayhem for suspense .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"at a brief 42 minutes , we need more x and less blab .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"has not so much been written as assembled , frankenstein-like , out of other , marginally better shoot-em-ups .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"the film is a blunt indictment , part of a perhaps surreal campaign to bring kissinger to trial for crimes against humanity .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
feels more like a rejected x-files episode than a credible account of a puzzling real-life happening .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"it doesn't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"despite its visual virtuosity , 'naqoyqatsi' is banal in its message and the choice of material to convey it .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
the hanukkah spirit seems fried in pork .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
a small gem from belgium .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you won't care .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"i was hoping that it would be sleazy and fun , but it was neither .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"it's not a particularly good film , but neither is it a monsterous one .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"slap her - she's not funny ! no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"grown-up quibbles are beside the point here . the little girls understand , and mccracken knows that's all that matters .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"red dragon "" never cuts corners .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
the engagingly primitive animated special effects contribute to a mood that's sustained through the surprisingly somber conclusion .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
heartwarming and gently comic even as the film breaks your heart .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
intriguing and stylish .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are the greatest musicians of all time .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"hart's war seems to want to be a character study , but apparently can't quite decide which character .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
well-made but mush-hearted .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
miller has crafted an intriguing story of maternal instincts and misguided acts of affection .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"even fans of ismail merchant's work , i suspect , would have a hard time sitting through this one .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
a film with almost as many delights for adults as there are for children and dog lovers .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"there's no disguising this as one of the worst films of the summer . or for the year , for that matter .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
a tour de force of modern cinema .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
strident and inelegant in its 'message-movie' posturing .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
the closest thing to the experience of space travel,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
a feeble tootsie knockoff .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"if the film's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"has not so much been written as assembled , frankenstein-like , out of other , marginally better shoot-em-ups .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
simone is not a bad film . it just doesn't have anything really interesting to say .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , sin estridencias ni grandes revelaciones .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"the metaphors are provocative , but too often , the viewer is left puzzled by the mechanics of the delivery .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
some of the most inventive silliness you are likely to witness in a movie theatre for some time .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"the characters . . . are paper-thin , and their personalities undergo radical changes when it suits the script .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
poignant if familiar story of a young person suspended between two cultures .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
this seductive tease of a thriller gets the job done . it's a scorcher .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"it should be doing a lot of things , but doesn't .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"an inconsequential , barely there bit of piffle .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
the armenian genocide deserves a more engaged and honest treatment .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"while it's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
bearable . barely .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
two hours of sepia-tinted heavy metal images and surround sound effects of people moaning .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
there is a general air of exuberance in all about the benjamins that's hard to resist .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
a film that clearly means to preach exclusively to the converted .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"though excessively tiresome , the uncertainty principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"unfortunately , neither sendak nor the directors are particularly engaging or articulate .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"if you can read the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll enjoy this movie .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"the film , like jimmy's routines , could use a few good laughs .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"the movie isn't painfully bad , something to be 'fully experienced' ; it's just tediously bad , something to be fully forgotten .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
this movie plays like an extended dialogue exercise in retard 101 .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"for those who like quirky , slightly strange french films , this is a must !",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"juliette binoche's sand is vivacious , but it's hard to sense that powerhouse of 19th-century prose behind her childlike smile .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"been there , done that , liked it much better the first time around - when it was called the professional .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
press the delete key .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
feels strangely hollow at its emotional core .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
the best film of the year 2002 .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
. . . in the pile of useless actioners from mtv schmucks who don't know how to tell a story for more than four minutes .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
". . . for all its social and political potential , state property doesn't end up being very inspiring or insightful .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
. . . a rather bland affair .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
one of the most exciting action films to come out of china in recent years .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"soulless and -- even more damning -- virtually joyless , xxx achieves near virtuosity in its crapulence .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
this is a fascinating film because there is no clear-cut hero and no all-out villain .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"made-up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america's skin-deep notions of pulchritude .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"slow , silly and unintentionally hilarious .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"from the choppy editing to the annoying score to 'special effects' by way of replacing objects in a character's hands below the camera line , "" besotted "" is misbegotten",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
the movie is a little tired ; maybe the original inspiration has run its course .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
much smarter and more attentive than it first sets out to be .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
eckstraordinarily lame and severely boring .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
the densest distillation of roberts' movies ever made .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"any intellectual arguments being made about the nature of god are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves simply too discouraging to let slide .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
smarter than its commercials make it seem .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
nearly all the fundamentals you take for granted in most films are mishandled here .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
beautifully directed and convincingly acted .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"throwing in everything except someone pulling the pin from a grenade with his teeth , windtalkers seems to have ransacked every old world war ii movie for overly familiar material .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
all mood and no movie .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
a soul-stirring documentary about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"like brosnan's performance , evelyn comes from the heart .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
